step,time_s,event,com_z_m,height_error_m
380,3.8000000000000003,BELOW_TARGET_MINUS_1CM,0.28978583216667175,-0.010214167833328236
381,3.81,BELOW_TARGET_MINUS_1CM,0.28982096910476685,-0.010179030895233143
382,3.8200000000000003,BELOW_TARGET_MINUS_1CM,0.2898563742637634,-0.010143625736236561
383,3.83,BELOW_TARGET_MINUS_1CM,0.2898920774459839,-0.010107922554016102
384,3.84,BELOW_TARGET_MINUS_1CM,0.28992795944213867,-0.010072040557861317
385,3.85,BELOW_TARGET_MINUS_1CM,0.2899640202522278,-0.010035979747772206
510,5.1000000000000005,BELOW_TARGET_MINUS_1CM,0.28999656438827515,-0.010003435611724842
511,5.11,BELOW_TARGET_MINUS_1CM,0.2899489998817444,-0.010051000118255604
512,5.12,BELOW_TARGET_MINUS_1CM,0.2899010181427002,-0.010098981857299794
513,5.13,BELOW_TARGET_MINUS_1CM,0.2898525893688202,-0.010147410631179798
514,5.14,BELOW_TARGET_MINUS_1CM,0.28980377316474915,-0.010196226835250843
515,5.15,BELOW_TARGET_MINUS_1CM,0.28975459933280945,-0.01024540066719054
516,5.16,BELOW_TARGET_MINUS_1CM,0.28970515727996826,-0.010294842720031727
517,5.17,BELOW_TARGET_MINUS_1CM,0.2896554470062256,-0.010344552993774403
518,5.18,BELOW_TARGET_MINUS_1CM,0.2896054983139038,-0.01039450168609618
519,5.19,BELOW_TARGET_MINUS_1CM,0.2895553708076477,-0.010444629192352284
520,5.2,BELOW_TARGET_MINUS_1CM,0.28950512409210205,-0.010494875907897938
521,5.21,BELOW_TARGET_MINUS_1CM,0.28945478796958923,-0.010545212030410755
522,5.22,BELOW_TARGET_MINUS_1CM,0.28940442204475403,-0.01059557795524596
523,5.23,BELOW_TARGET_MINUS_1CM,0.2893540561199188,-0.010645943880081166
524,5.24,BELOW_TARGET_MINUS_1CM,0.2893037497997284,-0.010696250200271595
525,5.25,BELOW_TARGET_MINUS_1CM,0.2892535328865051,-0.010746467113494862
526,5.26,BELOW_TARGET_MINUS_1CM,0.2892034649848938,-0.01079653501510619
527,5.2700000000000005,BELOW_TARGET_MINUS_1CM,0.2891536355018616,-0.010846364498138417
528,5.28,BELOW_TARGET_MINUS_1CM,0.28910401463508606,-0.01089598536491393
529,5.29,BELOW_TARGET_MINUS_1CM,0.2890547215938568,-0.010945278406143177
530,5.3,BELOW_TARGET_MINUS_1CM,0.2890057861804962,-0.010994213819503773
531,5.3100000000000005,BELOW_TARGET_MINUS_1CM,0.28895723819732666,-0.011042761802673329
532,5.32,BELOW_TARGET_MINUS_1CM,0.2889091372489929,-0.011090862751007069
533,5.33,BELOW_TARGET_MINUS_1CM,0.28886157274246216,-0.01113842725753783
534,5.34,BELOW_TARGET_MINUS_1CM,0.2888145446777344,-0.011185455322265614
535,5.3500000000000005,BELOW_TARGET_MINUS_1CM,0.28876811265945435,-0.011231887340545643
536,5.36,BELOW_TARGET_MINUS_1CM,0.28872236609458923,-0.011277633905410755
537,5.37,BELOW_TARGET_MINUS_1CM,0.28867730498313904,-0.01132269501686095
538,5.38,BELOW_TARGET_MINUS_1CM,0.28863298892974854,-0.011367011070251454
539,5.39,BELOW_TARGET_MINUS_1CM,0.2885895073413849,-0.011410492658615101
540,5.4,BELOW_TARGET_MINUS_1CM,0.2885468602180481,-0.011453139781951893
541,5.41,BELOW_TARGET_MINUS_1CM,0.2885051369667053,-0.011494863033294667
542,5.42,BELOW_TARGET_MINUS_1CM,0.28846433758735657,-0.011535662412643422
543,5.43,BELOW_TARGET_MINUS_1CM,0.2884245216846466,-0.011575478315353382
544,5.44,BELOW_TARGET_MINUS_1CM,0.2883857488632202,-0.011614251136779774
545,5.45,BELOW_TARGET_MINUS_1CM,0.28834807872772217,-0.011651921272277821
546,5.46,BELOW_TARGET_MINUS_1CM,0.28831151127815247,-0.011688488721847523
547,5.47,BELOW_TARGET_MINUS_1CM,0.2882760763168335,-0.011723923683166493
548,5.48,BELOW_TARGET_MINUS_1CM,0.2882418632507324,-0.011758136749267567
549,5.49,BELOW_TARGET_MINUS_1CM,0.28820890188217163,-0.011791098117828358
550,5.5,BELOW_TARGET_MINUS_1CM,0.2881771922111511,-0.011822807788848866
551,5.51,BELOW_TARGET_MINUS_1CM,0.2881467938423157,-0.011853206157684315
552,5.5200000000000005,BELOW_TARGET_MINUS_1CM,0.2881177067756653,-0.011882293224334706
553,5.53,BELOW_TARGET_MINUS_1CM,0.2880900204181671,-0.011909979581832875
554,5.54,BELOW_TARGET_MINUS_1CM,0.2880637049674988,-0.01193629503250121
555,5.55,BELOW_TARGET_MINUS_1CM,0.28803884983062744,-0.011961150169372547
556,5.5600000000000005,BELOW_TARGET_MINUS_1CM,0.2880153954029083,-0.011984604597091664
557,5.57,BELOW_TARGET_MINUS_1CM,0.2879934310913086,-0.012006568908691395
558,5.58,BELOW_TARGET_MINUS_1CM,0.28797295689582825,-0.012027043104171742
559,5.59,BELOW_TARGET_MINUS_1CM,0.2879539728164673,-0.012046027183532704
560,5.6000000000000005,BELOW_TARGET_MINUS_1CM,0.2879365086555481,-0.012063491344451893
561,5.61,BELOW_TARGET_MINUS_1CM,0.28792059421539307,-0.012079405784606922
562,5.62,BELOW_TARGET_MINUS_1CM,0.2879062294960022,-0.012093770503997792
563,5.63,BELOW_TARGET_MINUS_1CM,0.2878933846950531,-0.012106615304946888
564,5.64,BELOW_TARGET_MINUS_1CM,0.28788211941719055,-0.012117880582809437
565,5.65,BELOW_TARGET_MINUS_1CM,0.28787243366241455,-0.012127566337585438
566,5.66,BELOW_TARGET_MINUS_1CM,0.2878642976284027,-0.012135702371597279
567,5.67,BELOW_TARGET_MINUS_1CM,0.2878577411174774,-0.012142258882522572
568,5.68,BELOW_TARGET_MINUS_1CM,0.2878527343273163,-0.012147265672683705
569,5.69,BELOW_TARGET_MINUS_1CM,0.2878492772579193,-0.012150722742080677
570,5.7,BELOW_TARGET_MINUS_1CM,0.2878473699092865,-0.01215263009071349
571,5.71,BELOW_TARGET_MINUS_1CM,0.28784701228141785,-0.012152987718582142
572,5.72,BELOW_TARGET_MINUS_1CM,0.28784817457199097,-0.012151825428009022
573,5.73,BELOW_TARGET_MINUS_1CM,0.28785085678100586,-0.01214914321899413
574,5.74,BELOW_TARGET_MINUS_1CM,0.28785502910614014,-0.012144970893859852
575,5.75,BELOW_TARGET_MINUS_1CM,0.2878606915473938,-0.01213930845260619
576,5.76,BELOW_TARGET_MINUS_1CM,0.28786781430244446,-0.012132185697555531
577,5.7700000000000005,BELOW_TARGET_MINUS_1CM,0.28787633776664734,-0.01212366223335265
578,5.78,BELOW_TARGET_MINUS_1CM,0.28788629174232483,-0.01211370825767516
579,5.79,BELOW_TARGET_MINUS_1CM,0.28789764642715454,-0.012102353572845448
580,5.8,BELOW_TARGET_MINUS_1CM,0.2879103422164917,-0.01208965778350829
581,5.8100000000000005,BELOW_TARGET_MINUS_1CM,0.2879243493080139,-0.012075650691986073
582,5.82,BELOW_TARGET_MINUS_1CM,0.2879396378993988,-0.012060362100601185
583,5.83,BELOW_TARGET_MINUS_1CM,0.28795620799064636,-0.012043792009353627
584,5.84,BELOW_TARGET_MINUS_1CM,0.2879739999771118,-0.012026000022888172
585,5.8500000000000005,BELOW_TARGET_MINUS_1CM,0.2879929542541504,-0.012007045745849598
586,5.86,BELOW_TARGET_MINUS_1CM,0.2880130708217621,-0.011986929178237904
587,5.87,BELOW_TARGET_MINUS_1CM,0.2880342900753021,-0.011965709924697865
588,5.88,BELOW_TARGET_MINUS_1CM,0.2880565822124481,-0.011943417787551869
589,5.89,BELOW_TARGET_MINUS_1CM,0.2880798876285553,-0.011920112371444691
590,5.9,BELOW_TARGET_MINUS_1CM,0.28810417652130127,-0.01189582347869872
591,5.91,BELOW_TARGET_MINUS_1CM,0.28812941908836365,-0.011870580911636341
592,5.92,BELOW_TARGET_MINUS_1CM,0.28815552592277527,-0.01184447407722472
593,5.93,BELOW_TARGET_MINUS_1CM,0.28818249702453613,-0.011817502975463856
594,5.94,BELOW_TARGET_MINUS_1CM,0.28821027278900146,-0.011789727210998524
595,5.95,BELOW_TARGET_MINUS_1CM,0.2882387936115265,-0.0117612063884735
596,5.96,BELOW_TARGET_MINUS_1CM,0.28826799988746643,-0.011732000112533558
597,5.97,BELOW_TARGET_MINUS_1CM,0.2882978916168213,-0.0117021083831787
598,5.98,BELOW_TARGET_MINUS_1CM,0.2883284091949463,-0.0116715908050537
599,5.99,BELOW_TARGET_MINUS_1CM,0.28835946321487427,-0.011640536785125721
600,6.0,BELOW_TARGET_MINUS_1CM,0.2883910536766052,-0.011608946323394764
601,6.01,BELOW_TARGET_MINUS_1CM,0.288423091173172,-0.011576908826827992
602,6.0200000000000005,BELOW_TARGET_MINUS_1CM,0.2884555459022522,-0.011544454097747792
603,6.03,BELOW_TARGET_MINUS_1CM,0.28848838806152344,-0.011511611938476551
604,6.04,BELOW_TARGET_MINUS_1CM,0.28852155804634094,-0.011478441953659047
605,6.05,BELOW_TARGET_MINUS_1CM,0.2885550260543823,-0.011444973945617665
606,6.0600000000000005,BELOW_TARGET_MINUS_1CM,0.2885887026786804,-0.011411297321319569
607,6.07,BELOW_TARGET_MINUS_1CM,0.28862255811691284,-0.011377441883087147
608,6.08,BELOW_TARGET_MINUS_1CM,0.2886565625667572,-0.011343437433242787
609,6.09,BELOW_TARGET_MINUS_1CM,0.2886906564235687,-0.011309343576431263
610,6.1000000000000005,BELOW_TARGET_MINUS_1CM,0.2887248396873474,-0.011275160312652577
611,6.11,BELOW_TARGET_MINUS_1CM,0.2887589931488037,-0.011241006851196278
612,6.12,BELOW_TARGET_MINUS_1CM,0.28879314661026,-0.011206853389739979
613,6.13,BELOW_TARGET_MINUS_1CM,0.28882721066474915,-0.011172789335250843
614,6.140000000000001,BELOW_TARGET_MINUS_1CM,0.28886115550994873,-0.011138844490051258
615,6.15,BELOW_TARGET_MINUS_1CM,0.28889498114585876,-0.011105018854141224
616,6.16,BELOW_TARGET_MINUS_1CM,0.2889285981655121,-0.011071401834487904
617,6.17,BELOW_TARGET_MINUS_1CM,0.2889619767665863,-0.011038023233413685
618,6.18,BELOW_TARGET_MINUS_1CM,0.2889951169490814,-0.011004883050918568
619,6.19,BELOW_TARGET_MINUS_1CM,0.28902795910835266,-0.010972040891647328
620,6.2,BELOW_TARGET_MINUS_1CM,0.2890605032444,-0.010939496755599964
621,6.21,BELOW_TARGET_MINUS_1CM,0.28909265995025635,-0.010907340049743641
622,6.22,BELOW_TARGET_MINUS_1CM,0.28912442922592163,-0.010875570774078358
623,6.23,BELOW_TARGET_MINUS_1CM,0.2891558110713959,-0.010844188928604115
624,6.24,BELOW_TARGET_MINUS_1CM,0.2891867458820343,-0.010813254117965687
625,6.25,BELOW_TARGET_MINUS_1CM,0.2892172038555145,-0.010782796144485463
626,6.26,BELOW_TARGET_MINUS_1CM,0.28924715518951416,-0.010752844810485829
627,6.2700000000000005,BELOW_TARGET_MINUS_1CM,0.2892766296863556,-0.010723370313644398
628,6.28,BELOW_TARGET_MINUS_1CM,0.28930553793907166,-0.010694462060928334
629,6.29,BELOW_TARGET_MINUS_1CM,0.28933390974998474,-0.010666090250015248
630,6.3,BELOW_TARGET_MINUS_1CM,0.28936171531677246,-0.010638284683227528
631,6.3100000000000005,BELOW_TARGET_MINUS_1CM,0.2893889248371124,-0.010611075162887562
632,6.32,BELOW_TARGET_MINUS_1CM,0.28941553831100464,-0.01058446168899535
633,6.33,BELOW_TARGET_MINUS_1CM,0.2894415259361267,-0.01055847406387328
634,6.34,BELOW_TARGET_MINUS_1CM,0.28946685791015625,-0.010533142089843739
635,6.3500000000000005,BELOW_TARGET_MINUS_1CM,0.28949156403541565,-0.01050843596458434
636,6.36,BELOW_TARGET_MINUS_1CM,0.2895156443119049,-0.010484355688095082
637,6.37,BELOW_TARGET_MINUS_1CM,0.28953900933265686,-0.010460990667343129
638,6.38,BELOW_TARGET_MINUS_1CM,0.28956174850463867,-0.010438251495361317
639,6.390000000000001,BELOW_TARGET_MINUS_1CM,0.2895837724208832,-0.01041622757911681
640,6.4,BELOW_TARGET_MINUS_1CM,0.28960514068603516,-0.010394859313964833
641,6.41,BELOW_TARGET_MINUS_1CM,0.28962579369544983,-0.01037420630455016
642,6.42,BELOW_TARGET_MINUS_1CM,0.2896457612514496,-0.010354238748550404
643,6.43,BELOW_TARGET_MINUS_1CM,0.2896650433540344,-0.010334956645965565
644,6.44,BELOW_TARGET_MINUS_1CM,0.28968361020088196,-0.010316389799118031
645,6.45,BELOW_TARGET_MINUS_1CM,0.2897014915943146,-0.010298508405685414
646,6.46,BELOW_TARGET_MINUS_1CM,0.2897186577320099,-0.010281342267990101
647,6.47,BELOW_TARGET_MINUS_1CM,0.2897351384162903,-0.010264861583709706
648,6.48,BELOW_TARGET_MINUS_1CM,0.2897509038448334,-0.010249096155166615
649,6.49,BELOW_TARGET_MINUS_1CM,0.28976598381996155,-0.010234016180038441
650,6.5,BELOW_TARGET_MINUS_1CM,0.2897803783416748,-0.010219621658325184
651,6.51,BELOW_TARGET_MINUS_1CM,0.28979405760765076,-0.010205942392349232
652,6.5200000000000005,BELOW_TARGET_MINUS_1CM,0.2898070514202118,-0.010192948579788197
653,6.53,BELOW_TARGET_MINUS_1CM,0.2898193597793579,-0.010180640220642079
654,6.54,BELOW_TARGET_MINUS_1CM,0.2898310124874115,-0.01016898751258849
655,6.55,BELOW_TARGET_MINUS_1CM,0.2898419499397278,-0.010158050060272206
656,6.5600000000000005,BELOW_TARGET_MINUS_1CM,0.28985223174095154,-0.01014776825904845
657,6.57,BELOW_TARGET_MINUS_1CM,0.28986215591430664,-0.010137844085693348
658,6.58,BELOW_TARGET_MINUS_1CM,0.2898723781108856,-0.010127621889114369
659,6.59,BELOW_TARGET_MINUS_1CM,0.289882630109787,-0.010117369890213002
660,6.6000000000000005,BELOW_TARGET_MINUS_1CM,0.2898923456668854,-0.010107654333114613
661,6.61,BELOW_TARGET_MINUS_1CM,0.289901465177536,-0.010098534822463978
662,6.62,BELOW_TARGET_MINUS_1CM,0.2899099886417389,-0.010090011358261097
663,6.63,BELOW_TARGET_MINUS_1CM,0.2899176776409149,-0.010082322359085072
664,6.640000000000001,BELOW_TARGET_MINUS_1CM,0.2899245023727417,-0.01007549762725829
665,6.65,BELOW_TARGET_MINUS_1CM,0.28993043303489685,-0.010069566965103138
666,6.66,BELOW_TARGET_MINUS_1CM,0.289935439825058,-0.010064560174942005
667,6.67,BELOW_TARGET_MINUS_1CM,0.2899394929409027,-0.010060507059097279
668,6.68,BELOW_TARGET_MINUS_1CM,0.2899426221847534,-0.010057377815246571
669,6.69,BELOW_TARGET_MINUS_1CM,0.2899447977542877,-0.01005520224571227
670,6.7,BELOW_TARGET_MINUS_1CM,0.289946049451828,-0.010053950548171986
671,6.71,BELOW_TARGET_MINUS_1CM,0.28994637727737427,-0.010053622722625721
672,6.72,BELOW_TARGET_MINUS_1CM,0.2899458110332489,-0.010054188966751088
673,6.73,BELOW_TARGET_MINUS_1CM,0.2899443209171295,-0.010055679082870472
674,6.74,BELOW_TARGET_MINUS_1CM,0.2899419665336609,-0.0100580334663391
675,6.75,BELOW_TARGET_MINUS_1CM,0.2899387776851654,-0.010061222314834584
676,6.76,BELOW_TARGET_MINUS_1CM,0.2899346947669983,-0.010065305233001698
677,6.7700000000000005,BELOW_TARGET_MINUS_1CM,0.2899298071861267,-0.01007019281387328
678,6.78,BELOW_TARGET_MINUS_1CM,0.28992411494255066,-0.01007588505744933
679,6.79,BELOW_TARGET_MINUS_1CM,0.28991761803627014,-0.010082381963729847
680,6.8,BELOW_TARGET_MINUS_1CM,0.28991031646728516,-0.010089683532714833
681,6.8100000000000005,BELOW_TARGET_MINUS_1CM,0.2899022698402405,-0.01009773015975951
682,6.82,BELOW_TARGET_MINUS_1CM,0.2898934483528137,-0.010106551647186268
683,6.83,BELOW_TARGET_MINUS_1CM,0.28988391160964966,-0.01011608839035033
684,6.84,BELOW_TARGET_MINUS_1CM,0.2898736000061035,-0.010126399993896473
685,6.8500000000000005,BELOW_TARGET_MINUS_1CM,0.28986260294914246,-0.010137397050857533
686,6.86,BELOW_TARGET_MINUS_1CM,0.2898508906364441,-0.010149109363555897
687,6.87,BELOW_TARGET_MINUS_1CM,0.2898384630680084,-0.010161536931991566
688,6.88,BELOW_TARGET_MINUS_1CM,0.28982535004615784,-0.010174649953842152
689,6.890000000000001,BELOW_TARGET_MINUS_1CM,0.2898115813732147,-0.010188418626785267
690,6.9,BELOW_TARGET_MINUS_1CM,0.289797306060791,-0.010202693939208973
691,6.91,BELOW_TARGET_MINUS_1CM,0.2897831201553345,-0.010216879844665516
692,6.92,BELOW_TARGET_MINUS_1CM,0.2897692024707794,-0.01023079752922057
693,6.93,BELOW_TARGET_MINUS_1CM,0.28975504636764526,-0.010244953632354725
694,6.94,BELOW_TARGET_MINUS_1CM,0.28974050283432007,-0.01025949716567992
695,6.95,BELOW_TARGET_MINUS_1CM,0.2897256016731262,-0.010274398326873768
696,6.96,BELOW_TARGET_MINUS_1CM,0.28971025347709656,-0.010289746522903431
697,6.97,BELOW_TARGET_MINUS_1CM,0.28969427943229675,-0.010305720567703236
698,6.98,BELOW_TARGET_MINUS_1CM,0.2896777093410492,-0.010322290658950795
699,6.99,BELOW_TARGET_MINUS_1CM,0.2896604835987091,-0.010339516401290882
700,7.0,BELOW_TARGET_MINUS_1CM,0.2896425127983093,-0.010357487201690663
701,7.01,BELOW_TARGET_MINUS_1CM,0.28962385654449463,-0.01037614345550536
702,7.0200000000000005,BELOW_TARGET_MINUS_1CM,0.28960442543029785,-0.010395574569702137
703,7.03,BELOW_TARGET_MINUS_1CM,0.289584219455719,-0.010415780544280995
704,7.04,BELOW_TARGET_MINUS_1CM,0.28956323862075806,-0.010436761379241932
705,7.05,BELOW_TARGET_MINUS_1CM,0.28954145312309265,-0.010458546876907338
706,7.0600000000000005,BELOW_TARGET_MINUS_1CM,0.2895188629627228,-0.01048113703727721
707,7.07,BELOW_TARGET_MINUS_1CM,0.28949546813964844,-0.010504531860351551
708,7.08,BELOW_TARGET_MINUS_1CM,0.28947123885154724,-0.010528761148452748
709,7.09,BELOW_TARGET_MINUS_1CM,0.2894462049007416,-0.010553795099258412
710,7.1000000000000005,BELOW_TARGET_MINUS_1CM,0.28942036628723145,-0.010579633712768544
711,7.11,BELOW_TARGET_MINUS_1CM,0.28939369320869446,-0.010606306791305531
712,7.12,BELOW_TARGET_MINUS_1CM,0.2893661856651306,-0.010633814334869374
713,7.13,BELOW_TARGET_MINUS_1CM,0.2893378734588623,-0.010662126541137684
714,7.140000000000001,BELOW_TARGET_MINUS_1CM,0.2893087565898895,-0.010691243410110463
715,7.15,BELOW_TARGET_MINUS_1CM,0.2892788350582123,-0.010721164941787709
716,7.16,BELOW_TARGET_MINUS_1CM,0.28924810886383057,-0.010751891136169422
717,7.17,BELOW_TARGET_MINUS_1CM,0.2892166078090668,-0.010783392190933216
718,7.18,BELOW_TARGET_MINUS_1CM,0.2891843020915985,-0.010815697908401478
719,7.19,BELOW_TARGET_MINUS_1CM,0.28915122151374817,-0.01084877848625182
720,7.2,BELOW_TARGET_MINUS_1CM,0.28911736607551575,-0.010882633924484242
721,7.21,BELOW_TARGET_MINUS_1CM,0.289082795381546,-0.010917204618453968
722,7.22,BELOW_TARGET_MINUS_1CM,0.2890474498271942,-0.010952550172805775
723,7.23,BELOW_TARGET_MINUS_1CM,0.2890114188194275,-0.010988581180572499
724,7.24,BELOW_TARGET_MINUS_1CM,0.28897467255592346,-0.011025327444076527
725,7.25,BELOW_TARGET_MINUS_1CM,0.2889372408390045,-0.011062759160995472
726,7.26,BELOW_TARGET_MINUS_1CM,0.28889915347099304,-0.011100846529006947
727,7.2700000000000005,BELOW_TARGET_MINUS_1CM,0.28886041045188904,-0.01113958954811095
728,7.28,BELOW_TARGET_MINUS_1CM,0.2888210713863373,-0.011178928613662709
729,7.29,BELOW_TARGET_MINUS_1CM,0.2887811064720154,-0.011218893527984608
730,7.3,BELOW_TARGET_MINUS_1CM,0.2887405753135681,-0.011259424686431874
731,7.3100000000000005,BELOW_TARGET_MINUS_1CM,0.28869950771331787,-0.011300492286682118
732,7.32,BELOW_TARGET_MINUS_1CM,0.28865793347358704,-0.011342066526412953
733,7.33,BELOW_TARGET_MINUS_1CM,0.2886158525943756,-0.011384147405624379
734,7.34,BELOW_TARGET_MINUS_1CM,0.28857332468032837,-0.01142667531967162
735,7.3500000000000005,BELOW_TARGET_MINUS_1CM,0.2885303795337677,-0.011469620466232289
736,7.36,BELOW_TARGET_MINUS_1CM,0.2884870171546936,-0.011512982845306385
737,7.37,BELOW_TARGET_MINUS_1CM,0.28844332695007324,-0.011556673049926747
738,7.38,BELOW_TARGET_MINUS_1CM,0.2883993089199066,-0.011600691080093373
739,7.390000000000001,BELOW_TARGET_MINUS_1CM,0.2883550226688385,-0.011644977331161488
740,7.4,BELOW_TARGET_MINUS_1CM,0.2883104681968689,-0.011689531803131092
741,7.41,BELOW_TARGET_MINUS_1CM,0.28826573491096497,-0.011734265089035023
742,7.42,BELOW_TARGET_MINUS_1CM,0.2882208228111267,-0.01177917718887328
743,7.43,BELOW_TARGET_MINUS_1CM,0.2881758213043213,-0.0118241786956787
744,7.44,BELOW_TARGET_MINUS_1CM,0.2881307005882263,-0.01186929941177367
