step,time_s,support_position_error_m,pitch_x_rad,pitch_x_error_rad,pitch_rate_x_rad_s,roll_y_rad,yaw_z_rad,com_z_m,wheel_vel_mean_rad_s,tau_position,tau_position_raw,tau_position_saturation_flag,tau_pitch,tau_pitch_rate,tau_sagittal_velocity,tau_support_velocity,tau_total_before_final_clip,tau_total_after_final_clip,final_wheel_torque_margin,torque_rate_saturation_mask_wheel_left,torque_rate_saturation_mask_wheel_right,contact_state,contact_valid,ownership_violation_count,hidden_torque_norm,tau_wbc_norm,torque_rate_saturation_fraction
1339,13.400000000001144,0.13917389325991708,0.07678142083318241,0.07659371988842441,0.017332250252366066,-0.01932994991657397,-0.04113132726519446,0.39929330348968506,-1.2184504866600037,-3.0,-3.0,True,3.8296859944212205,0.0,-1.1891014873981476,0.0,0.020365340000000003,0.020365340000000003,29.93352078,False,False,double_contact,True,0,0.0,0.0,0.0
1340,13.410000000001148,0.13991645578898768,0.07697101258199726,0.07678142083318241,0.017436105757951736,-0.01954170515998472,-0.042037145596238834,0.39921867847442627,-1.224684238433838,-3.0,-3.0,True,3.8390710416591207,0.0,-1.2014955282211304,0.0,0.022741624,0.022741624,29.93362277,False,False,double_contact,True,0,0.0,0.0,0.0
1341,13.420000000001151,0.14066515536096807,0.07716238667409667,0.07697101258199726,0.016864454373717308,-0.019756738081876557,-0.042978332113287554,0.39914342761039734,-1.2321779131889343,-3.0,-3.0,True,3.8485506290998632,0.0,-1.2141913175582886,0.0,0.020078888000000003,0.020078888000000003,29.935668506,False,False,double_contact,True,0,0.0,0.0,0.0
1342,13.430000000001154,0.1414210805256692,0.07735540230267748,0.07716238667409667,0.017626943066716194,-0.01997047091052923,-0.04394968167532263,0.3990664780139923,-1.244789719581604,-3.0,-3.0,True,3.8581193337048334,0.0,-1.2274235486984253,0.0,0.012594006500000001,0.012594006500000001,29.941753604,False,False,double_contact,True,0,0.0,0.0,0.0
1343,13.440000000001158,0.14218256588572004,0.0775517188212096,0.07735540230267748,0.01793672889471054,-0.020187167954078506,-0.04495682471595104,0.39898771047592163,-1.2583544254302979,-3.0,-3.0,True,3.867770115133874,0.0,-1.240566372871399,0.0,0.0191282615,0.0191282615,29.93754685,False,False,double_contact,True,0,0.0,0.0,0.0
1344,13.450000000001161,0.14295281368034524,0.07774969603996194,0.0775517188212096,0.017212139442563057,-0.020408243128904158,-0.04598457067605393,0.39890819787979126,-1.2689980268478394,-3.0,-3.0,True,3.8775859410604805,0.0,-1.2547150254249573,0.0,0.018498874999999998,0.018498874999999998,29.9370996,False,False,double_contact,True,0,0.0,0.0,0.0
1345,13.460000000001164,0.14373139945518493,0.07794845335127847,0.07774969603996194,0.01798960007727146,-0.020629460908796613,-0.047031361855149174,0.39882686734199524,-1.2828837037086487,-3.0,-3.0,True,3.887484801998097,0.0,-1.2691095471382141,0.0,0.0089019875,0.0089019875,29.94489115,False,False,double_contact,True,0,0.0,0.0,0.0
1346,13.470000000001168,0.14451620108551966,0.07815118736772285,0.07794845335127847,0.018436249345541,-0.020855469206799614,-0.04810661570754642,0.39874354004859924,-1.2993602752685547,-3.0,-3.0,True,3.8974226675639234,0.0,-1.2833252549171448,0.0,0.015898466,0.015898466,29.94010669,False,False,double_contact,True,0,0.0,0.0,0.0
1347,13.480000000001171,0.14531109325566918,0.07835306007569569,0.07815118736772285,0.01740887761116028,-0.021090601129545576,-0.049238218454752895,0.398659348487854,-1.3124645948410034,-3.0,-3.0,True,3.9075593683861425,0.0,-1.2987926602363586,0.0,0.0164306125,0.0164306125,29.938248817,False,False,double_contact,True,0,0.0,0.0,0.0
1348,13.490000000001174,0.14611255555567104,0.07855690314910435,0.07835306007569569,0.01744871586561203,-0.021329417757327464,-0.05043193840817673,0.39857321977615356,-1.327761709690094,-3.0,-3.0,True,3.9176530037847845,0.0,-1.313723623752594,0.0,0.0039911374999999985,0.0039911374999999985,29.9487318,False,False,double_contact,True,0,0.0,0.0,0.0
1349,13.500000000001178,0.1469216896310728,0.07876986060342357,0.07855690314910435,0.01874266192317009,-0.02157093390022926,-0.05171542868983949,0.3984842002391815,-1.3524075150489807,-3.0,-3.0,True,3.9278451574552173,0.0,-1.3291910290718079,0.0,0.006281368499999999,0.006281368499999999,29.94691626,False,False,double_contact,True,0,0.0,0.0,0.0
1350,13.510000000001181,0.14774223008533965,0.07899128858047201,0.07876986060342357,0.019798872992396355,-0.02181613048441824,-0.053089925974453375,0.39839258790016174,-1.371794044971466,-3.0,-3.0,True,3.9384930301711787,0.0,-1.3457536697387695,0.0,0.017478444499999995,0.017478444499999995,29.93735569,False,False,double_contact,True,0,0.0,0.0,0.0
1351,13.520000000001184,0.14857029880881945,0.07921591154211546,0.07899128858047201,0.018961071968078613,-0.022069618007326156,-0.054541273601886826,0.3982999622821808,-1.3768529295921326,-3.0,-3.0,True,3.9495644290236007,0.0,-1.361936330795288,0.0,0.0200645165,0.0200645165,29.93762897,False,False,double_contact,True,0,0.0,0.0,0.0
1352,13.530000000001188,0.14940691021495495,0.0794420109588922,0.07921591154211546,0.019656384363770485,-0.022326740684985528,-0.05605968624707792,0.39820581674575806,-1.3880800604820251,-3.0,-3.0,True,3.960795577105773,0.0,-1.3785436749458313,0.0,0.006388094,0.006388094,29.94888628,False,False,double_contact,True,0,0.0,0.0,0.0
1353,13.540000000001191,0.15024728554798278,0.0796760703333645,0.0794420109588922,0.020305979996919632,-0.022591605793708835,-0.057662627079940104,0.39810967445373535,-1.4030713438987732,-3.0,-3.0,True,3.97210054794461,0.0,-1.3945028185844421,0.0,0.0108629725,0.0108629725,29.948543075,False,False,double_contact,True,0,0.0,0.0,0.0
1354,13.550000000001194,0.15110099478908706,0.07991429176854944,0.0796760703333645,0.019625864923000336,-0.02286154757591574,-0.05934141715311834,0.3980117738246918,-1.4214047193527222,-3.0,-3.0,True,3.983803516668225,0.0,-1.412808895111084,0.0,0.013820483000000001,0.013820483000000001,29.943447456,False,False,double_contact,True,0,0.0,0.0,0.0
1355,13.560000000001198,0.1519606529435673,0.0801550321418767,0.07991429176854944,0.019784122705459595,-0.023132340031326172,-0.06108892561386148,0.3979109525680542,-1.4343368411064148,-3.0,-3.0,True,3.995714588427472,0.0,-1.4301091432571411,0.0,0.0023294690000000007,0.0023294690000000007,29.955520302,False,False,double_contact,True,0,0.0,0.0,0.0
1356,13.570000000001201,0.152828957669883,0.08040389457162803,0.0801550321418767,0.020350024104118347,-0.023405518812383442,-0.06289757960908125,0.39780694246292114,-1.4575291872024536,-3.0,-3.0,True,4.0077516070938355,0.0,-1.4481917023658752,0.0,0.003435157000000001,0.003435157000000001,29.95532284,False,False,double_contact,True,0,0.0,0.0,0.0
1357,13.580000000001204,0.15370921336750343,0.08065993446640563,0.08040389457162803,0.02075544185936451,-0.02368400119374892,-0.06477591781967248,0.39770013093948364,-1.4786158204078674,-3.0,-3.0,True,4.0201947285814015,0.0,-1.4674589037895203,0.0,0.0063910075,0.0063910075,29.95316292,False,False,double_contact,True,0,0.0,0.0,0.0
1358,13.590000000001208,0.15460051981279332,0.08092145940302407,0.08065993446640563,0.021043064072728157,-0.02396863936508887,-0.06671652327980039,0.3975907862186432,-1.4961292147636414,-3.0,-3.0,True,4.032996723320281,0.0,-1.4869719743728638,0.0,0.005986447999999998,0.005986447999999998,29.954324637,False,False,double_contact,True,0,0.0,0.0,0.0
1359,13.600000000001211,0.15550190856202215,0.08118073441011135,0.08092145940302407,0.02082056552171707,-0.024265354337185886,-0.06880324796330597,0.3974788784980774,-1.5137001872062683,-3.0,-3.0,True,4.0460729701512035,0.0,-1.5067309141159058,0.0,0.004379153500000003,0.004379153500000003,29.9565005,False,False,double_contact,True,0,0.0,0.0,0.0
1360,13.610000000001214,0.15640850744568888,0.08145613329922077,0.08118073441011135,0.022453634068369865,-0.024567324260357744,-0.07094984071882039,0.39736422896385193,-1.5322464108467102,-3.0,-3.0,True,4.059036720505568,0.0,-1.5255287289619446,0.0,-0.0006727239999999995,-0.0006727239999999995,29.960961048,False,False,double_contact,True,0,0.0,0.0,0.0
1361,13.620000000001218,0.15733163965973573,0.08173379608258921,0.08145613329922077,0.021997353062033653,-0.024878516086472673,-0.0732060563248047,0.39724647998809814,-1.554402470588684,-3.0,-3.0,True,4.072806664961039,0.0,-1.5475228428840637,0.0,0.011180450500000001,0.011180450500000001,29.952022623,False,False,double_contact,True,0,0.0,0.0,0.0
1362,13.630000000001221,0.15825977149340814,0.08201419721056559,0.08173379608258921,0.02212742157280445,-0.025200072262436098,-0.07558541549211711,0.39712613821029663,-1.5653654336929321,-3.0,-3.0,True,4.086689804129461,0.0,-1.567639410495758,0.0,-0.0008398284999999971,-0.0008398284999999971,29.96267301,False,False,double_contact,True,0,0.0,0.0,0.0
1363,13.640000000001224,0.15919654665476923,0.08231498928648905,0.08201419721056559,0.023931492120027542,-0.02552536875255914,-0.07797163234978348,0.39700254797935486,-1.5872946977615356,-3.0,-3.0,True,4.10070986052828,0.0,-1.5885382890701294,0.0,-0.0024196279999999966,-0.0024196279999999966,29.962432526,False,False,double_contact,True,0,0.0,0.0,0.0
1364,13.650000000001228,0.16015166168004158,0.08261443149558749,0.08231498928648905,0.023243045434355736,-0.025862647780020877,-0.08046630539085055,0.39687588810920715,-1.6097598671913147,-3.0,-3.0,True,4.115749464324452,0.0,-1.6127675771713257,0.0,0.009587548999999999,0.009587548999999999,29.9562589,False,False,double_contact,True,0,0.0,0.0,0.0
1365,13.660000000001231,0.1611108076403408,0.08291534066549999,0.08261443149558749,0.023359281942248344,-0.026212062157892905,-0.08306634228431303,0.39674633741378784,-1.6206434965133667,-3.0,-3.0,True,4.130721574779375,0.0,-1.6341805458068848,0.0,-0.005433615500000001,-0.005433615000000001,29.96023566,False,False,double_contact,True,0,0.0,0.0,0.0
1366,13.670000000001234,0.16207906340434347,0.08322789510821692,0.08291534066549999,0.024569198489189148,-0.026573448917096412,-0.08576378506425,0.3966131806373596,-1.6454815864562988,-3.0,-3.0,True,4.145767033275,0.0,-1.6568005084991455,0.0,-0.0069666985,-0.0069666985,29.95951314,False,False,double_contact,True,0,0.0,0.0,0.0
1367,13.680000000001238,0.1630606469506039,0.08355302109995695,0.08322789510821692,0.025258976966142654,-0.026946445560580585,-0.08855139570660832,0.39647629857063293,-1.6704025864601135,-3.0,-3.0,True,4.1613947554108455,0.0,-1.6812533140182495,0.0,0.0006169489999999986,0.0006169489999999986,29.966782738,False,False,double_contact,True,0,0.0,0.0,0.0
1368,13.690000000001241,0.1640542184445412,0.08388543785954675,0.08355302109995695,0.02549036405980587,-0.027331499730713665,-0.09142275327039544,0.3963359296321869,-1.6871473789215088,-3.0,-3.0,True,4.177651054997847,0.0,-1.706153154373169,0.0,-0.0010563585,-0.0010563585,29.967088953,False,False,double_contact,True,0,0.0,0.0,0.0
1369,13.700000000001245,0.16505753663493217,0.08422487307483821,0.08388543785954675,0.025965694338083267,-0.027729320686049268,-0.09437245579730863,0.3961918354034424,-1.7052205204963684,-3.0,-3.0,True,4.194271892977337,0.0,-1.7311200499534607,0.0,-0.006374274000000001,-0.006374274000000001,29.962317582,False,False,double_contact,True,0,0.0,0.0,0.0
1370,13.710000000001248,0.16607164125394464,0.08457358434179912,0.08422487307483821,0.026633799076080322,-0.028140710637753714,-0.09739608362549475,0.3960437476634979,-1.7277901768684387,-3.0,-3.0,True,4.211243653741911,0.0,-1.7569586634635925,0.0,-0.007815865000000002,-0.007815865000000002,29.961259905,False,False,double_contact,True,0,0.0,0.0,0.0
1371,13.720000000001251,0.16709788092818456,0.08493184281052961,0.08457358434179912,0.027229512110352516,-0.028566598812558998,-0.10049004350842383,0.3958914875984192,-1.7508100867271423,-3.0,-3.0,True,4.228679217089956,0.0,-1.7838925123214722,0.0,-0.008101098000000001,-0.008101098000000001,29.961204864,False,False,double_contact,True,0,0.0,0.0,0.0
1372,13.730000000001255,0.16813626863634512,0.08529918411228207,0.08493184281052961,0.027799999341368675,-0.02900799022181824,-0.10365155323378174,0.3957350254058838,-1.7732241749763489,-3.0,-3.0,True,4.246592140526481,0.0,-1.811586320400238,0.0,-0.0099490785,-0.0099490785,29.95943884,False,False,double_contact,True,0,0.0,0.0,0.0
1373,13.740000000001258,0.16918674406761816,0.08567612505335016,0.08529918411228207,0.028459742665290833,-0.029465889178387664,-0.10687863990515616,0.395574152469635,-1.7965522408485413,-3.0,-3.0,True,4.264959205614104,0.0,-1.8401294946670532,0.0,-0.012270674499999999,-0.012270674499999999,29.957070097,False,False,double_contact,True,0,0.0,0.0,0.0
1374,13.750000000001261,0.17024974176868574,0.08606353195876305,0.08567612505335016,0.029186848551034927,-0.0299412861529086,-0.11017006173314844,0.3954087197780609,-1.8211257457733154,-3.0,-3.0,True,4.2838062526675085,0.0,-1.8695667386054993,0.0,-0.013789098500000001,-0.013789098500000001,29.955394585,False,False,double_contact,True,0,0.0,0.0,0.0
1375,13.760000000001265,0.17132565149346557,0.08646191423665658,0.08606353195876305,0.02993982844054699,-0.030435177671444547,-0.11352521385127773,0.3952385485172272,-1.8460609912872314,-3.0,-3.0,True,4.303176597938153,0.0,-1.9000768661499023,0.0,-0.015360243,-0.015360243,29.95356708,False,False,double_contact,True,0,0.0,0.0,0.0
1376,13.770000000001268,0.1724146101326324,0.08687176050586354,0.08646191423665658,0.030736111104488373,-0.030948563904985155,-0.11694406719322525,0.39506351947784424,-1.8713709115982056,-3.0,-3.0,True,4.3230957118328295,0.0,-1.9315257668495178,0.0,-0.017188236500000002,-0.017188236500000002,29.951394513,False,False,double_contact,True,0,0.0,0.0,0.0
1377,13.780000000001271,0.17351677787633357,0.0872937639390657,0.08687176050586354,0.031593456864356995,-0.03148244290011626,-0.1204271140247487,0.394883394241333,-1.8972329497337341,-3.0,-3.0,True,4.343588025293177,0.0,-1.964069902896881,0.0,-0.019194259499999998,-0.019194259499999998,29.94896777,False,False,double_contact,True,0,0.0,0.0,0.0
1378,13.790000000001275,0.17463237722213004,0.08772868720108823,0.0872937639390657,0.03250691667199135,-0.03203781526488572,-0.12397531044523673,0.39469802379608154,-1.9237343668937683,-3.0,-3.0,True,4.364688196953285,0.0,-1.9976422190666199,0.0,-0.0210330105,-0.0210330105,29.946643658,False,False,double_contact,True,0,0.0,0.0,0.0
1379,13.800000000001278,0.175761607080201,0.08817724686159281,0.08772868720108823,0.033470913767814636,-0.032615696219921164,-0.1275900227597527,0.39450719952583313,-1.9506216049194336,-3.0,-3.0,True,4.386434360054412,0.0,-2.0324215292930603,0.0,-0.023081043000000002,-0.023081043000000002,29.94405379,False,False,double_contact,True,0,0.0,0.0,0.0
1380,13.810000000001281,0.1769046094898445,0.08864023624835915,0.08817724686159281,0.03449626266956329,-0.03321711776500521,-0.13127298811630086,0.39431071281433105,-1.9780218005180359,-3.0,-3.0,True,4.40886234307964,0.0,-2.068363130092621,0.0,-0.025235125,-0.025235125,29.94131007,False,False,double_contact,True,0,0.0,0.0,0.0
1381,13.820000000001285,0.17806155310194424,0.08911850457349826,0.08864023624835915,0.035581525415182114,-0.03384313578662311,-0.13502628047369486,0.39410829544067383,-2.005938768386841,-3.0,-3.0,True,4.432011812417958,0.0,-2.105534076690674,0.0,-0.02743494535,-0.02743494535,29.938480258,False,False,double_contact,True,0,0.0,0.0,0.0
1382,13.830000000001288,0.17923258959174448,0.08961292099977469,0.08911850457349826,0.03672749176621437,-0.03449483752291952,-0.13885228137558753,0.39389967918395996,-2.0343157052993774,-3.0,-3.0,True,4.455925228674913,0.0,-2.1440014243125916,0.0,-0.029770231499999997,-0.029770231499999997,29.935480796,False,False,double_contact,True,0,0.0,0.0,0.0
1383,13.840000000001291,0.1804178486598993,0.09012440953788832,0.08961292099977469,0.037938348948955536,-0.0351733474677715,-0.1427536577977151,0.39368462562561035,-2.063178777694702,-3.0,-3.0,True,4.480646049988735,0.0,-2.1838098764419556,0.0,-0.0322361445,-0.0322361445,29.9323221,False,False,double_contact,True,0,0.0,0.0,0.0
1384,13.850000000001295,0.18161745729819317,0.09065396365017381,0.09012440953788832,0.03921870142221451,-0.035879833217641696,-0.14673334651701136,0.3934628367424011,-2.0925384759902954,-3.0,-3.0,True,4.506220476894416,0.0,-2.225048840045929,0.0,-0.0348585839,-0.0348585839,29.92898327,False,False,double_contact,True,0,0.0,0.0,0.0
1385,13.860000000001298,0.1828315375963256,0.0912026298725051,0.09065396365017381,0.0405694879591465,-0.03661551445649533,-0.1507945410445657,0.3932339549064636,-2.122421383857727,-3.0,-3.0,True,4.532698182508691,0.0,-2.2677406668663025,0.0,-0.0375583332,-0.03755833315,29.925547644,False,False,double_contact,True,0,0.0,0.0,0.0
1386,13.870000000001301,0.18406019465089185,0.0917714955035606,0.0912026298725051,0.04199278727173805,-0.03738167123724149,-0.15494068294246938,0.3929976224899292,-2.1527658700942993,-3.0,-3.0,True,4.5601314936252555,0.0,-2.31199711561203,0.0,-0.04045351265,-0.04045351265,29.92190073,False,False,double_contact,True,0,0.0,0.0,0.0
1387,13.880000000001305,0.18530350926676725,0.09236170903352758,0.0917714955035606,0.04349152743816376,-0.0381796502915964,-0.1591754597066843,0.3927534520626068,-2.1836196184158325,-3.0,-3.0,True,4.588574775178031,0.0,-2.3578181862831116,0.0,-0.0434451242,-0.0434451242,29.91814463,False,False,double_contact,True,0,0.0,0.0,0.0
1388,13.890000000001308,0.1865615467914568,0.09297448025648666,0.09236170903352758,0.04506943002343178,-0.03901087477577615,-0.16350280472332038,0.3925010561943054,-2.2149161100387573,-3.0,-3.0,True,4.618085451676379,0.0,-2.4053603410720825,0.0,-0.0466883413,-0.0466883413,29.91412667,False,False,double_contact,True,0,0.0,0.0,0.0
1389,13.900000000001311,0.18783434935718257,0.09361111448890302,0.09297448025648666,0.04673304036259651,-0.03987685363681422,-0.16792690337690114,0.3922399580478668,-2.24673330783844,-3.0,-3.0,True,4.648724012824333,0.0,-2.4546459317207336,0.0,-0.0500762775,-0.0500762775,29.90995672,False,False,double_contact,True,0,0.0,0.0,0.0
1390,13.910000000001315,0.18912195176235075,0.09427298528358498,0.09361111448890302,0.04848352074623108,-0.04077919141531058,-0.17245220158268135,0.39196962118148804,-2.2790220975875854,-3.0,-3.0,True,4.680555724445151,0.0,-2.505786716938019,0.0,-0.0536517805,-0.0536517805,29.90559384,False,False,double_contact,True,0,0.0,0.0,0.0
1391,13.920000000001318,0.190424351041689,0.09496153781725244,0.09427298528358498,0.050324879586696625,-0.04171959967032485,-0.17708341722143092,0.39168956875801086,-2.311765670776367,-3.0,-3.0,True,4.713649264179249,0.0,-2.5588497519493103,0.0,-0.0574323605,-0.0574323605,29.90102237,False,False,double_contact,True,0,0.0,0.0,0.0
1392,13.930000000001321,0.19174151179717588,0.0956783106675646,0.09496153781725244,0.052262455224990845,-0.04269990846310528,-0.18182555605240958,0.39139917492866516,-2.344944953918457,-3.0,-3.0,True,4.748076890862622,0.0,-2.613946795463562,0.0,-0.061464228,-0.061464228,29.89619776,False,False,double_contact,True,0,0.0,0.0,0.0
1393,13.940000000001325,0.19307336811068387,0.09642494170940502,0.0956783106675646,0.05430048704147339,-0.04372208096238055,-0.18668393254630508,0.3910977840423584,-2.3785667419433594,-3.0,-3.0,True,4.78391553337823,0.0,-2.6711449027061462,0.0,-0.06570308,-0.06570308,29.891166404,False,False,double_contact,True,0,0.0,0.0,0.0
1394,13.950000000001328,0.19441981701948746,0.09720316818559911,0.09642494170940502,0.05644381418824196,-0.04478822837778421,-0.19166419461131481,0.39078471064567566,-2.4125715494155884,-3.0,-3.0,True,4.821247085470251,0.0,-2.7305781841278076,0.0,-0.070233181,-0.070233181,29.88584517,False,False,double_contact,True,0,0.0,0.0,0.0
1395,13.960000000001331,0.19578070819959956,0.09727321916243524,0.09720316818559911,-0.0760844498872757,-0.04496472382335462,-0.19638521461698585,0.3904629945755005,-2.446960926055908,-3.0,-3.0,True,4.860158409279956,0.0,-2.7923360466957092,0.0,-0.075037715,-0.075037715,29.88025272,False,False,double_contact,True,0,0.0,0.0,0.0
1396,13.970000000001335,0.19714916153837603,0.09673015859610772,0.09727321916243524,-0.06061173230409622,-0.0435647328764609,-0.20028190103733065,0.3901137709617615,-2.4445019960403442,-3.0,-3.0,True,4.863660958121762,0.0,-2.8466060757637024,0.0,-1.4704073,-1.4704073,28.495472200000002,False,False,double_contact,True,0,0.0,0.0,0.0
1397,13.980000000001338,0.19871657962834122,0.09651228033265155,0.09673015859610772,-0.017125919461250305,-0.041452087214659324,-0.20326741710946447,0.3897109627723694,-3.7593477964401245,-3.0,-3.0,True,4.836507929805386,0.0,-2.9205232858657837,0.0,-0.78396654,-0.78396654,29.20655316,False,False,double_contact,True,0,0.0,0.0,0.0
