posture_name,target_height,hip_roll_L,hip_roll_R,hip_yaw_L,hip_yaw_R,hip_pitch_L,hip_pitch_R,knee_L,knee_R,torso_height,torso_pitch,torso_roll,CoM_x,CoM_y,CoM_z,wheel_contact_x,wheel_contact_y,wheel_contact_z,left_wheel_site_height,right_wheel_site_height,left_wheel_contact_height,right_wheel_contact_height,left_wheel_contact_force,right_wheel_contact_force,left_wheel_body_z,right_wheel_body_z,CoM_lateral_offset_x,knee_forward_margin_L,knee_forward_margin_R,left_right_joint_symmetry_abs_max,wheel_contact_height_diff,both_wheels_touch_ground_correctly,knees_bend_forward,torso_near_upright,left_right_symmetric,visual_interpretation
upright,0.65,0.0,0.0,0.0,0.0,0.126,0.126,0.478,0.478,0.7103192733384402,-0.0,0.0,-6.176593346486026e-07,0.020251004398430524,0.5446264221631812,-3.22951901193802e-06,0.06928343373993233,2.470803773869587e-05,0.02091579382650502,0.08098927166060682,-2.7755575615628914e-17,4.9416075477419497e-05,22.945728572645702,nan,0.0600003576319314,0.06004924642686005,2.6118596772894177e-06,0.032674211244097896,0.032671259726195896,0.0,4.941607547744725e-05,True,True,True,True,Human-like symmetric upright/crouch posture with forward knees and both wheel contacts grounded.
mild_crouch,0.6,0.0,0.0,0.0,0.0,0.527,0.527,1.02,1.02,0.6609281602584602,-0.0,0.0,-3.344187454760337e-07,0.000512601399931354,0.5054100408779576,-1.7439227224524956e-06,0.008392021325904248,2.4200288487437327e-05,0.014905987391998929,0.08868234568958082,1.3183898417423734e-16,4.8400576974742815e-05,14.85236058268105,nan,0.060000252310244806,0.060048316739098995,1.409503976976462e-06,0.13076580785592287,0.13076323641902118,0.0,4.8400576974610976e-05,True,True,True,True,Human-like symmetric upright/crouch posture with forward knees and both wheel contacts grounded.
medium_crouch,0.5,0.0,0.0,0.0,0.0,0.784,0.784,1.617,1.617,0.5619973686630861,-0.0,0.0,-1.525615441569441e-07,-0.0033100930120098415,0.4236651608448142,-9.72781029340286e-07,0.03260558395963855,2.4258189126633717e-05,0.004288239073438831,0.1046269474914332,1.249000902703301e-16,4.8516378253142534e-05,10.076184953805106,nan,0.06000019559130526,0.06004844879571203,8.20219485183342e-07,0.18359112341668907,0.18358901676739006,0.0,4.8516378253017634e-05,True,True,True,True,Human-like symmetric upright/crouch posture with forward knees and both wheel contacts grounded.
deep_crouch,0.4,0.0,0.0,0.0,0.0,1.067,1.067,2.092,2.092,0.4604117653368127,-0.0,0.0,-5.64606432594693e-09,-0.010221110701508636,0.3418074931004509,-5.296799518439421e-07,0.021530420911635692,2.4125479269502398e-05,0.0010613423088565999,0.11147083290308704,8.326672684688674e-17,4.825095853892153e-05,8.516643043382091,nan,0.06000014823448219,0.06004821334250718,5.240338875179951e-07,0.22769701009546367,0.2276955738608548,0.0,4.825095853883826e-05,True,True,True,True,Human-like symmetric upright/crouch posture with forward knees and both wheel contacts grounded.
