step,time_s,torso_x,torso_y,torso_z,quat_w,quat_x,quat_y,quat_z,roll_rad,pitch_rad,yaw_rad,body_vx,body_vy,body_vz,body_wx,body_wy,body_wz,l_hip_roll_pos,l_hip_yaw_pos,l_hip_pitch_pos,l_knee_pos,l_wheel_pos,r_hip_roll_pos,r_hip_yaw_pos,r_hip_pitch_pos,r_knee_pos,r_wheel_pos,l_hip_roll_vel,l_hip_yaw_vel,l_hip_pitch_vel,l_knee_vel,l_wheel_vel,r_hip_roll_vel,r_hip_yaw_vel,r_hip_pitch_vel,r_knee_vel,r_wheel_vel,l_hip_roll_torque,l_hip_yaw_torque,l_hip_pitch_torque,l_knee_torque,l_wheel_torque,r_hip_roll_torque,r_hip_yaw_torque,r_hip_pitch_torque,r_knee_torque,r_wheel_torque,l_hip_roll_ctrl,l_hip_yaw_ctrl,l_hip_pitch_ctrl,l_knee_ctrl,l_wheel_ctrl,r_hip_roll_ctrl,r_hip_yaw_ctrl,r_hip_pitch_ctrl,r_knee_ctrl,r_wheel_ctrl
0,0.0,0.00023778314721861575,0.002544180560772868,0.6985471120309905,0.9999821588320432,0.005083907038481985,-0.0007644361377039125,0.003041635123040782,0.010163169720490233,-0.0015597724114208508,0.006075433834179932,0.011040713711447582,-0.04758631705061935,-0.5191300969251849,3.604565744862001,-0.25831683377565695,0.611029685739929,-0.0041316927764323075,0.0032378609385604043,0.46470469625025207,0.7877575894067038,-0.013343949732575707,0.00020696577085829748,0.004928680308982149,0.45143378112266414,0.7797479811672305,-0.10336556456316813,0.2269086329161693,0.5660440418277761,11.483275460623394,14.171927427456998,1.5648609665018565,-0.42396109009853533,0.42855681173577453,10.14053361142863,13.302723376107306,-6.487471290430772,-0.22404316067695618,0.870438277721405,27.343149185180664,30.0,0.7670003771781921,-0.32578569650650024,2.1706156730651855,20.940698623657227,29.53536033630371,-2.6299028396606445,-0.22404316067695618,0.870438277721405,27.343149185180664,30.0,0.7670003771781921,-0.32578569650650024,2.1706156730651855,20.940698623657227,29.53536033630371,-2.6299028396606445
1,0.02,0.0005495204269878729,0.0029736909590445952,0.6924553332985217,0.999992329986269,-0.0022633361690758604,-0.002170365321880677,0.0023466555750174516,-0.004536881914555655,-0.004330088340690757,0.00470316111480866,0.0166365035539575,0.06742337221568932,-0.20536991804777233,-3.2783501371772674,-0.0796567977316387,-0.5413763800832005,-0.002124953823376332,0.005894525732309054,0.45632588501689586,0.8178951827032299,-0.2366356693727966,0.02804694821905665,0.015295778234998128,0.4379881128408055,0.7997117155492227,0.16819820128317278,0.1643732321911603,-0.13052931447682817,-7.230659847176113,-5.350203863059652,-21.447759219527395,2.3311709676599586,0.49285690672766713,-6.740330143005408,-5.749634527460095,29.695601493895467,1.8056833744049072,-1.8413493633270264,-28.76668930053711,-19.153549194335938,-9.717415809631348,4.270463466644287,1.197602391242981,-21.168912887573242,-21.851152420043945,15.0,1.8056833744049072,-1.8413493633270264,-28.76668930053711,-19.153549194335938,-9.717415809631348,4.270463466644287,1.197602391242981,-21.168912887573242,-21.851152420043945,15.0
2,0.04,0.00016069686126806958,0.002985327226325893,0.679593529905345,0.9999533527091643,0.008873704453928,-0.0035392208092652096,0.00142256494699244,0.017737889123819496,-0.007103418008092827,0.002782258961013252,-0.03841741307461483,-0.04407331328536758,-0.9317211592423498,3.6866850803692515,-0.20856889630189523,0.19331815352681356,-0.0037604154487538097,0.005426543194679753,0.5359206906737796,0.9413370982547833,-0.2611436053636128,-0.011092400657859054,0.018879059922731423,0.5249250740001903,0.9175135163848691,0.34894406713216763,-0.3428858566559837,0.06544597122522006,10.334195539536843,12.350983510452938,15.086360202492104,-4.293318268888478,-0.06895059522363438,10.63035174650053,12.187919092488714,-7.559034652813169,-2.342297077178955,0.09194374829530716,30.0,30.0,15.0,-10.73307991027832,0.23855459690093994,30.0,30.0,-15.0,-2.342297077178955,0.09194374829530716,30.0,30.0,15.0,-10.73307991027832,0.23855459690093994,30.0,30.0,-15.0
3,0.06,0.0008329226718081342,0.003422331088289887,0.6679437786949374,0.9999836405648815,0.005342893877467909,-0.00037197325768273084,-0.0020084131831460727,0.01068731332991709,-0.0007224729306725841,-0.004020747363409264,0.09711652056656084,0.14948787115327578,-0.005336944608231919,-3.9839686246666677,0.9867480514278565,-0.8451661547892003,0.0010938177518878401,-0.0041469375527043335,0.5294011182368074,0.953391308131234,-0.3565943603110591,0.02590541996016334,0.017569952892594373,0.5464944886251558,0.952024368818527,0.5688766313608653,0.7816040451059602,-1.0518028652044573,-6.54777638151902,-0.2734301302399764,-19.36675263606823,5.573577240323619,-0.8825867721266868,-2.322669856298649,0.21162947055239434,22.364808562686463,2.9396162033081055,-0.7193694114685059,-19.709924697875977,-25.56855583190918,-15.0,15.0,-0.510230302810669,-22.2366886138916,-23.77130126953125,15.0,2.9396162033081055,-0.7193694114685059,-19.709924697875977,-25.56855583190918,-15.0,15.0,-0.510230302810669,-22.2366886138916,-23.77130126953125,15.0
4,0.08,0.002340402728711403,0.003531292808298809,0.664688581836006,0.999803585614519,0.018335236490047892,0.007086871238628375,0.0025269648299062622,0.03671096962154087,0.014078758645394518,0.005313367490560509,0.07867570330232815,-0.10074995953809447,-0.3027043906108789,4.868365833425898,0.6804825294562823,1.2120409835351824,-0.006672652747744726,-0.015745409284820613,0.5931049990634605,1.022353918455232,-0.3431812487794765,0.001464564748953772,0.0003278328598971757,0.6130619833488257,0.9555010325178667,0.6848617621370886,-1.084033982616972,-0.3069605696974848,8.959764110775179,4.279891572609884,16.974615660187524,-5.021511728514248,-0.9665428652684934,6.820243342457008,-0.46233903564908085,-7.996898913745814,-5.430902481079102,3.5070979595184326,30.0,4.565161228179932,15.0,-15.0,1.5373202562332153,26.406864166259766,-15.211743354797363,-15.0,-5.430902481079102,3.5070979595184326,30.0,4.565161228179932,15.0,-15.0,1.5373202562332153,26.406864166259766,-15.211743354797363,-15.0
5,0.1,0.0036411192152854192,0.0036993402464032686,0.661116073341362,0.9997552547352303,0.020141551428395556,0.006528422005090744,0.0064131303958571695,0.040371248564157865,0.012795656784866247,0.013087551691342063,0.011538687883216442,0.08364155561519165,-0.062225849140340336,-2.909801691612602,-0.8420817159865057,-0.13363542755916002,-0.022801163540209612,-0.008442718494010192,0.5952039268401982,1.033459608789362,-0.40309677010580947,0.012797812282452022,0.010824488499214167,0.642217363910065,1.0230190697075638,0.9278853940274054,-0.48063758918507643,1.0269095416293794,-5.16396826862585,0.6699758662869675,-18.279765312036762,3.6796388824961275,1.675234366422365,-2.1011354322589604,5.323946902527543,28.021960691882256,1.1999788284301758,1.6923484802246094,-22.186809539794922,-9.871353149414062,-15.0,11.969952583312988,1.4500892162322998,-14.764610290527344,16.726505279541016,15.0,1.1999788284301758,1.6923484802246094,-22.186809539794922,-9.871353149414062,-15.0,11.969952583312988,1.4500892162322998,-14.764610290527344,16.726505279541016,15.0
6,0.12,0.0026810496365221163,0.00335826805591491,0.6594095590035162,0.9992261927461368,0.03736488770262472,5.019620250546976e-05,0.012283255975947621,0.07474277917626855,-0.0008176103307816404,0.0245537286709482,-0.05665298936785622,-0.07487768984710391,0.006853578780240163,4.441105966162372,-0.17974324130575325,1.1513275195062833,-0.007322020864549011,0.006215302056372196,0.6478480149643636,1.035034772050764,-0.3762091222333192,-0.009545550492670422,0.01927708207094631,0.6756857462025322,0.9989963908550166,1.0854196738733477,1.3097022069089803,0.3002837764372186,7.581493767215161,-0.4923397194933966,16.66227817943095,-3.6439456412113835,-0.2775633434387942,4.285540300668682,-1.5131787575771471,-6.5626716439395425,3.911614418029785,-1.1870017051696777,30.0,-19.08298110961914,15.0,-10.041943550109863,-5.017472267150879,15.45526123046875,-21.93808364868164,-15.0,3.911614418029785,-1.1870017051696777,30.0,-19.08298110961914,15.0,-10.041943550109863,-5.017472267150879,15.45526123046875,-21.93808364868164,-15.0
7,0.14,0.0013734672194533756,0.004626452148230754,0.660375040647276,0.9994404740130114,0.02949507201679694,-0.0029532981132349865,0.015493794293986002,0.05890104184967914,-0.006817325296208624,0.030801620619787456,-0.0835061802259946,0.14144657773694788,0.027290912373290586,-4.017056269531886,-0.38785791154919336,-0.14923275710699171,-0.011915996091464756,0.008440960706923389,0.6243014929730206,1.0202385742019324,-0.4360827220856581,0.0015734392923995961,0.026479348402695127,0.6852704216371502,1.0926110702641434,1.3126662030339007,-1.147082196416656,-0.02622459170780443,-6.557626559055347,-0.8137906241167799,-18.980780898602294,2.8052417932431326,0.5912256837185625,-2.4783756991117434,8.438227486317038,27.163918573238526,-3.057349920272827,-0.7106072306632996,-28.113880157470703,2.362588882446289,-15.0,8.454375267028809,-1.3794701099395752,-13.930803298950195,25.72906494140625,15.0,-3.057349920272827,-0.7106072306632996,-28.113880157470703,2.362588882446289,-15.0,8.454375267028809,-1.3794701099395752,-13.930803298950195,25.72906494140625,15.0
8,0.16,-0.0002908277055877868,0.005271179467567827,0.6593139041318569,0.9991530923766699,0.03648706844464714,-0.002349373475119143,0.018875176150871132,0.07288951252037806,-0.006072204549185565,0.03755645815557542,-0.10150811208151361,-0.029081037816299424,-0.09698743647444436,3.6209464922554844,0.14505151249029952,0.4547158699477748,0.003942602374834333,0.00597401882823186,0.6536158073338072,1.0263194452690938,-0.41033400186352414,-0.017975769390440252,0.013698423740270678,0.6938731311910917,1.0641410639928928,1.4499619834810356,1.5145704019210076,-0.13753643734838503,6.819392775167279,0.42026094076273457,16.394115090508866,-3.0745099452534026,-1.2714493481143914,2.3395929628512073,-7.485035110210138,-9.510023108995583,5.111239433288574,0.6582050919532776,27.03425407409668,-9.062251091003418,15.0,-7.811492443084717,-4.196906089782715,13.267817497253418,-30.0,-15.0,5.111239433288574,0.6582050919532776,27.03425407409668,-9.062251091003418,15.0,-7.811492443084717,-4.196906089782715,13.267817497253418,-30.0,-15.0
9,0.18,-0.0031613956825872432,0.006331509124971117,0.6568580782536801,0.9992609543206501,0.032329091646028804,-0.00864940362273667,0.018909331571884666,0.0643386814517613,-0.018509722580804713,0.0372464489315803,-0.17162130310630908,0.10442987010619545,-0.1565239794465336,-2.9774749666771223,-1.0469461209849926,-0.2428975174375076,-0.01868365700376013,0.011596575432434213,0.6455433243083081,1.0332309730435758,-0.46252245699258016,-0.011718096266720851,0.014042112838184306,0.6853509114408893,1.066555525376244,1.6571992288425061,-2.6818665062734475,0.5073301431937863,-5.004350023403213,0.48752222562298864,-17.84005604226526,2.2236621932315477,0.7023540353795616,-2.206957798160441,4.790921106007652,26.38730755857557,-7.411779880523682,0.5506047010421753,-21.521596908569336,0.65786212682724,-15.0,7.002861976623535,0.34403789043426514,-10.790227890014648,21.756229400634766,15.0,-7.411779880523682,0.5506047010421753,-21.521596908569336,0.65786212682724,-15.0,7.002861976623535,0.34403789043426514,-10.790227890014648,21.756229400634766,15.0
