step,time_s,torso_x,torso_y,torso_z,quat_w,quat_x,quat_y,quat_z,roll_rad,pitch_rad,yaw_rad,body_vx,body_vy,body_vz,body_wx,body_wy,body_wz,l_hip_roll_pos,l_hip_yaw_pos,l_hip_pitch_pos,l_knee_pos,l_wheel_pos,r_hip_roll_pos,r_hip_yaw_pos,r_hip_pitch_pos,r_knee_pos,r_wheel_pos,l_hip_roll_vel,l_hip_yaw_vel,l_hip_pitch_vel,l_knee_vel,l_wheel_vel,r_hip_roll_vel,r_hip_yaw_vel,r_hip_pitch_vel,r_knee_vel,r_wheel_vel,l_hip_roll_torque,l_hip_yaw_torque,l_hip_pitch_torque,l_knee_torque,l_wheel_torque,r_hip_roll_torque,r_hip_yaw_torque,r_hip_pitch_torque,r_knee_torque,r_wheel_torque,l_hip_roll_ctrl,l_hip_yaw_ctrl,l_hip_pitch_ctrl,l_knee_ctrl,l_wheel_ctrl,r_hip_roll_ctrl,r_hip_yaw_ctrl,r_hip_pitch_ctrl,r_knee_ctrl,r_wheel_ctrl
0,0.0,-0.0004387530604152784,-0.0019162702459641643,0.7064782591402036,0.9992621568133844,0.037772321477696116,-0.00632078636058584,-0.0029054002534592183,0.07560345354546229,-0.012413076572679382,-0.006284540130146387,-0.04775639342919015,-0.4331159815797508,0.14702568598841886,9.578576092750364,-1.138463767442299,-0.3587059302576603,0.012375316747163276,0.012789450318801982,0.40105723283694444,0.5711437338102322,-0.30291407429533307,0.02751110688093117,0.018511803025492515,0.413683735736678,0.58410315970455,-0.2996195682403679,1.4786497901319589,1.434077475602587,6.866257335494044,-2.9233519697291754,-24.74318906499898,1.7013514469561084,1.6632908499365797,7.64031621326286,-2.073936298124331,-24.20946003707623,1.091684341430664,-1.7229909896850586,30.0,-30.0,-15.0,7.049230575561523,4.689546585083008,30.0,-22.244796752929688,-14.229690551757812,1.091684341430664,-1.7229909896850586,30.0,-30.0,-15.0,7.049230575561523,4.689546585083008,30.0,-22.244796752929688,-14.229690551757812
1,0.02,-0.001325102182690366,-0.005992225237035758,0.7091829260914113,0.9977103319927343,0.06665986564801486,-0.009738095993791152,-0.005977058904939684,0.13355064749450826,-0.018635816751526774,-0.013227709750221231,-0.04326640863027426,-0.06049893486449999,0.11528978409214533,-1.4718470513449322,0.12908625500721177,-0.32326188836466224,0.05185209728968308,0.014414281320314621,0.39782770408435064,0.6323262120265272,-0.3923197804579525,0.02886902876224034,0.028330615277308718,0.3950343135035504,0.5808800998131322,-0.37752211677309316,2.4838018969100037,-0.9718827007446025,-4.8373926070178,6.808907175175516,11.874000709229804,-1.0092459363442863,-0.24410104033770827,-6.380388771087997,1.359768197182082,12.468897318888558,8.33784294128418,-8.890929222106934,-26.720979690551758,25.098224639892578,15.0,-6.934676170349121,1.8268241882324219,-30.0,11.945423126220703,15.0,8.33784294128418,-8.890929222106934,-26.720979690551758,25.098224639892578,15.0,-6.934676170349121,1.8268241882324219,-30.0,11.945423126220703,15.0
2,0.04,-0.0032761811405370564,-0.007576803353898296,0.71131763017507,0.9993389697754308,0.03473478078549415,-0.0052838871692414725,-0.009338041997539657,0.06958187269422555,-0.009912241353070398,-0.019032891908019243,-0.12448992067686789,-0.08746393043867703,0.03709882776967928,-4.129858101068384,0.8014899012016906,-0.30673292773438754,0.02468434976978157,-0.028671454711835156,0.15439102712679864,0.5304632242381446,0.17099486460206964,-0.002817324351249538,0.014682220488416269,0.18713454536861374,0.534753793401527,-0.03134289745996934,-3.5609304490304883,-2.655843349874513,-16.179001491206364,-11.756059007595704,41.24648800513133,-1.9637253299886632,-1.0604361631772599,-12.586220738083338,-4.298994811336496,21.196342571597597,-9.70499038696289,-7.332064151763916,-30.0,-30.0,12.495521545410156,-4.060159683227539,-4.120419502258301,-24.727184295654297,-7.950431823730469,3.8994216918945312,-9.70499038696289,-7.332064151763916,-30.0,-30.0,12.495521545410156,-4.060159683227539,-4.120419502258301,-24.727184295654297,-7.950431823730469,3.8994216918945312
3,0.06,-0.005155452323952856,-0.013138337156148937,0.7055984396930965,0.9975723884060271,0.06779183328797092,-0.012676461752774877,-0.009638700471604431,0.13595633357579484,-0.023986826245407676,-0.020956886272846788,-0.07783215737637185,-0.40001132882147317,-0.500832197250546,7.980143065010338,-1.871350505695875,0.1445585171193357,-0.034210916362950476,-0.023444936288083786,0.0834085596319184,0.3914577972166229,1.1206607587405222,-0.012501688684716948,0.03703448289846732,0.15821554594920817,0.4878569273482262,0.5464387041059094,-2.8304569795861765,2.0496436098562363,4.093599707199998,-4.732290053598335,52.51234410247189,0.5524782113585234,2.6262505705659698,5.291741023988271,-1.7202282256247192,35.08217241352229,-6.7110137939453125,13.875373840332031,30.0,-9.167533874511719,5.551689147949219,5.797325134277344,8.779756546020508,30.0,-8.150857925415039,6.232444763183594,-6.7110137939453125,13.875373840332031,30.0,-9.167533874511719,5.551689147949219,5.797325134277344,8.779756546020508,30.0,-8.150857925415039,6.232444763183594
4,0.08,-0.0061980005502170425,-0.016613919566238124,0.6948028766311982,0.995617525645913,0.09129860776861301,-0.019530233920335385,-0.00537371465933139,0.18316018534981435,-0.037917145998191445,-0.01427724204599345,-0.039505337429845126,-0.02819922993201607,-0.5792166785496075,-1.3217453352314688,0.2212709163626173,0.5944486771193541,-0.004781817777679382,-0.020388963868073342,0.06109835517729725,0.40887199601760277,2.0037030443308184,-0.06905096681282047,0.06420196834635701,0.10837164865463078,0.4476892830034769,1.2547710704846662,4.162082387246049,-1.264748654025297,-4.692830885873002,4.347242358868131,37.44336897358806,-4.8778826847237955,0.6797239289120368,-7.408669097402363,-1.7672064856004785,35.68772753893337,15.0,-8.806416511535645,-23.74305534362793,19.030826568603516,-5.20477294921875,-14.460076332092285,-1.961989402770996,-30.0,4.377017974853516,0.9902801513671875,15.0,-8.806416511535645,-23.74305534362793,19.030826568603516,-5.20477294921875,-14.460076332092285,-1.961989402770996,-30.0,4.377017974853516,0.9902801513671875
5,0.1,-0.007048233143635402,-0.019119101325059874,0.6805604980225569,0.9959362600616086,0.0890872174452156,-0.013145650645247905,-0.0012749319500900492,0.17848995624635927,-0.0259602158082658,-0.004883385638696459,-0.046223178369546696,-0.18406184770864936,-0.8325938408707731,0.6202121689045331,0.9515502440186075,0.18894310097935313,0.026033967726041576,-0.06131892848751084,-0.046525793993338,0.4026463836895897,3.1166421279388326,-0.09613505549389872,0.058905730868882816,-0.05803254449760811,0.3031473695851121,2.216045368399305,0.03417293957811879,-2.415731985303772,-5.5261472814179475,-2.956674124069952,70.28558902619822,0.725018193776174,-1.0787919598710498,-8.526826503313663,-10.351155796117606,58.00824469881469,-4.148238182067871,-5.335508346557617,-6.532306671142578,-10.123804092407227,14.515993118286133,6.402790069580078,-4.950662612915039,-8.495738983154297,-22.91904067993164,10.04374885559082,-4.148238182067871,-5.335508346557617,-6.532306671142578,-10.123804092407227,14.515993118286133,6.402790069580078,-4.950662612915039,-8.495738983154297,-22.91904067993164,10.04374885559082
6,0.12,-0.005543905582085551,-0.022737912371969243,0.6680090243945134,0.9964840760048393,0.08313313086645342,-0.005843811638762471,0.008615026793447987,0.16636146945730151,-0.013079291686646798,0.016199939447576965,0.3513801506920985,-0.27419276418124383,0.001591444996955911,-2.5898836197166046,2.9501467656542006,2.5108339499927537,0.026570855846768597,-0.08667041101466597,-0.1717108603216865,0.347236515262677,4.7090559655765585,-0.13913629221857737,0.06106206229530423,-0.17239543491170084,0.20501531788457888,3.171379085818359,-0.5166566672699507,-2.557080632138139,-7.499773110687799,-2.5294136983187756,87.1394734857273,-4.087273628447046,-1.7926463617969304,-3.539796498715501,-2.4406817679723427,24.826499530114454,2.7213802337646484,15.0,-8.378368377685547,-3.343608856201172,8.487089157104492,-9.29690933227539,12.371976852416992,-11.582752227783203,6.839832305908203,2.3198165893554688,2.7213802337646484,15.0,-8.378368377685547,-3.343608856201172,8.487089157104492,-9.29690933227539,12.371976852416992,-11.582752227783203,6.839832305908203,2.3198165893554688
7,0.14,0.002638772272685861,-0.028529976819855182,0.6671929827732077,0.9963080686336482,0.05742022236274708,0.006790441881051298,0.06345896578388986,0.11553741508600576,0.006243128774885686,0.12757744985511535,0.41969631575612415,-0.2909655261781763,-0.14132116978374276,-2.4617244278005876,0.43568325220796655,7.4634667546030675,-0.03059711581826509,-0.0992332579843875,-0.2896170348679185,0.2562659959807924,6.802788111156923,-0.17086945045051927,0.03598219732187259,-0.21848765228614703,0.2815927429067774,3.970789990305261,-4.1866241754776885,1.0226461093902293,-4.504820459106805,-5.838973127740959,118.80323631885534,-0.19691984732198517,-0.5218825467028506,-2.213577355890784,7.838169032405017,55.15815734882613,-9.717931747436523,10.653390884399414,14.851070404052734,-19.616928100585938,15.0,2.089099884033203,4.077186584472656,-21.71630096435547,27.576152801513672,15.0,-9.717931747436523,10.653390884399414,14.851070404052734,-19.616928100585938,15.0,2.089099884033203,4.077186584472656,-21.71630096435547,27.576152801513672,15.0
8,0.16,0.011480771916009035,-0.03601358238285699,0.6615609995847765,0.9886668769571724,0.06643916650218085,0.003068441276347038,0.13458910888470896,0.13259579527379586,-0.011816918937850278,0.2698158230591036,0.46677926810470044,-0.42808968153217336,-0.3915497986733538,3.0218343200856608,-0.3683585802568619,6.974603475884901,-0.05773079795257852,-0.08171470176579525,-0.2665278148886532,0.19231489097069718,8.868887889630011,-0.17407583805224408,0.023316464534258546,-0.18276620356278686,0.3993726277751177,4.983877794964131,0.1940729570405266,0.9174280298697193,4.508512594132672,-1.973189115111107,90.835871828752,-0.031133184326447336,-0.6473633379393223,4.3648008392822755,4.5901916073808655,47.01948539453428,3.3907947540283203,4.307044982910156,15.971626281738281,-3.2223548889160156,-9.378488540649414,1.0577278137207031,-1.9754972457885742,18.09814453125,0.23629188537597656,-2.3584766387939453,3.3907947540283203,4.307044982910156,15.971626281738281,-3.2223548889160156,-9.378488540649414,1.0577278137207031,-1.9754972457885742,18.09814453125,0.23629188537597656,-2.3584766387939453
9,0.18,0.020628938375709584,-0.04208036118730812,0.6521387404994444,0.9784808606886133,0.07033405677778497,0.0025330296702526017,0.19396368083726395,0.1391064527764742,-0.02232931849226864,0.3898293270509703,0.4389058036968203,-0.22247086736376617,-0.545297918080018,-1.2401065944995562,0.796971854808824,5.13309746984244,-0.017181623154358783,-0.08203795647819012,-0.21031069196435417,0.30032683752274536,10.419488684634269,-0.1903283745118422,0.019476628577856998,-0.1831918792802392,0.40445853926723513,6.257807923717534,3.1686210818455858,-0.751012636827601,1.2649241970622138,9.664554566057145,66.84546882526074,-1.301916069841069,0.10095505132526747,-2.498681372475211,-2.00912377597954,77.10775418369623,9.972707748413086,-2.473154067993164,-15.953303337097168,29.590496063232422,-8.170994758605957,-3.9312191009521484,0.3367137908935547,-3.4497146606445312,-8.53756332397461,13.554464340209961,9.972707748413086,-2.473154067993164,-15.953303337097168,29.590496063232422,-8.170994758605957,-3.9312191009521484,0.3367137908935547,-3.4497146606445312,-8.53756332397461,13.554464340209961
