time,height_cmd,height_actual,height_error,height_rate,pitch,pitch_rate,roll,roll_rate,yaw,yaw_rate,com_y,wheel_contact_y,com_y_error,com_y_error_rate,base_action_0,base_action_1,base_action_2,base_action_3,base_action_4,base_action_5,base_action_6,base_action_7,base_action_8,base_action_9,raw_wheel_cmd_l,raw_wheel_cmd_r,filtered_wheel_cmd_l,filtered_wheel_cmd_r,hip_pitch_target_l,hip_pitch_target_r,knee_target_l,knee_target_r,hip_pitch_actual_l,hip_pitch_actual_r,knee_actual_l,knee_actual_r,wheel_vel_actual_l,wheel_vel_actual_r,vmc_height_correction,vmc_com_correction,pitch_ref_from_com,roll_correction_l,roll_correction_r,yaw_correction_diff,action_saturation_rate,action_rate,fell
0.0,0.65,0.0,0.65,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06629863323367702,0.06629863323367702,0.0,0.0,0.0,0.7476501634585292,-0.8513483621020429,-0.010143691169275455,-0.0,0.0,0.7476501634585292,-0.8513483621020429,-0.010143691169275455,-0.6762460779516969,-0.6762460779516969,-0.2028738233855091,-0.2028738233855091,0.7476501634585292,0.7476501634585292,-0.8513483621020429,-0.8513483621020429,0.3665297329425812,0.365729957818985,0.4192410409450531,0.5132476091384888,0.0,0.0,-0.0040816326530613845,0.1988958825262227,0.06629863323367702,0.0,-0.0,0.0,0.0,80.12108612060547,False
0.02,0.65,-0.00507184537127614,0.6550718453712762,-0.1692831963300705,0.08139307796955109,0.36067435145378113,0.013068013824522495,6.89697265625,0.0,0.5214356780052185,0.0,-0.12572974740541223,0.12572974740541223,-0.14306892454624176,1.0,0.0,0.8989627731997526,-0.7822511950475277,-0.04845900106521335,-1.0,0.0,0.8989627731997526,-0.7822511950475277,-0.0655534686455318,-3.3270434024586497,-3.3270434024586497,-1.1401246971074515,-1.1401246971074515,0.8989627731997526,0.8989627731997526,-0.7822511950475277,-0.7822511950475277,0.5012797713279724,0.5029466152191162,0.44678476452827454,0.5540769696235657,-0.9162495732307434,-0.19767460227012634,-0.0040816326530613845,0.2913478870781102,0.12572974740541223,0.4000000059604645,-0.4000000059604645,0.1709446758031845,0.20000000298023224,71.76138305664062,False
0.04,0.65,-0.03531266003847122,0.6853126600384712,-0.4346295893192291,0.2556218206882477,0.08582791686058044,0.015476718544960022,9.966792106628418,0.0,0.5948337316513062,0.0,-0.26062418143614746,0.26062418143614746,-0.2500297725200653,1.0,0.0,1.0,-0.5277618138304265,-0.12119552667209965,-1.0,0.0,1.0,-0.5277618138304265,-0.14326805795500142,-6.155161860985981,-6.155161860985981,-2.6446358462710107,-2.6446358462710107,1.0,1.0,-0.5277618138304265,-0.5277618138304265,0.7044362425804138,0.6943914890289307,0.30274462699890137,0.4028541147708893,2.9674174785614014,-4.81755256652832,-0.0040816326530613845,0.3530816395672002,0.26062418143614746,0.4000000059604645,-0.4000000059604645,0.22072531282901764,0.4000000059604645,20.079648971557617,False
0.06,0.65,-0.08929036557674408,0.7392903655767441,-0.8222163319587708,0.4322458505630493,-0.32341256737709045,0.011063364334404469,7.827820777893066,0.0,0.4071880877017975,0.0,-0.3666849631831674,0.3666849631831674,-0.39606496691703796,1.0,0.0,1.0,-0.35544410272207677,-0.20296239999886684,-1.0,0.0,1.0,-0.35544410272207677,-0.22051406649705102,-7.945065241898236,-7.945065241898236,-4.234764664959179,-4.234764664959179,1.0,1.0,-0.35544410272207677,-0.35544410272207677,0.9739041328430176,0.9689908027648926,0.3383517563343048,0.4350054860115051,-33.15800857543945,23.96847915649414,-0.0040816326530613845,0.3530816395672002,0.3666849631831674,0.4000000059604645,-0.4000000059604645,0.17551666498184204,0.4000000059604645,13.420093536376953,False
0.08,0.65,-0.15490221977233887,0.8049022197723389,-0.5768657326698303,0.5294269919395447,-0.2319243997335434,0.007338996510952711,3.0164055824279785,0.0,0.030896581709384918,0.0,-0.42076885102320694,0.42076885102320694,-0.30181238055229187,1.0,0.0,1.0,-0.2526158445440957,-0.3089814599400394,-1.0,0.0,1.0,-0.2526158445440957,-0.3144950065558784,-11.16556460861454,-11.16556460861454,-6.234764664959179,-6.234764664959179,1.0,1.0,-0.2526158445440957,-0.2526158445440957,1.0785200595855713,1.0844429731369019,0.25249409675598145,0.3452830910682678,4.332340717315674,-12.607339859008789,-0.0040816326530613845,0.3530816395672002,0.42076885102320694,0.4000000059604645,-0.4000000059604645,0.055135466158390045,0.4000000059604645,10.151325225830078,False
0.1,0.65,-0.2346986085176468,0.8846986085176468,-1.064465880393982,0.6154851913452148,-0.5733596086502075,0.003959438297897577,4.959066390991211,0.0,0.0389956496655941,0.0,-0.4482143689593776,0.4482143689593776,-0.6927021741867065,1.0,0.0,1.0,-0.3056638596006811,-0.3552853319422334,-1.0,0.0,1.0,-0.3056638596006811,-0.35881804857412275,-9.255661798973787,-9.255661798973787,-7.141033805163561,-7.141033805163561,1.0,1.0,-0.3056638596006811,-0.3056638596006811,1.2369803190231323,1.2515870332717896,0.3212243616580963,0.4028059244155884,-31.819377899169922,23.398515701293945,-0.0040816326530613845,0.3530816395672002,0.4482143689593776,0.4000000059604645,-0.4000000059604645,0.03532716631889343,0.4000000059604645,4.933752059936523,False
0.12,0.65,-0.2967583239078522,0.9467583239078522,-0.7946135401725769,0.6695987582206726,-0.24355261027812958,0.007079155649989843,1.3153680562973022,0.0,-0.42790669202804565,0.0,-0.4595254266978557,0.4595254266978557,-0.641615092754364,1.0,0.0,1.0,-0.2573936602103515,-0.4348934045092509,-1.0,0.0,1.0,-0.2573936602103515,-0.42180436160725815,-11.894179991835326,-11.894179991835326,-8.56697766116509,-8.56697766116509,1.0,1.0,-0.2573936602103515,-0.2573936602103515,1.303626298904419,1.3195148706436157,0.2644323706626892,0.3290099501609802,5.624656677246094,-13.13634967803955,-0.0040816326530613845,0.3530816395672002,0.4595254266978557,0.4000000059604645,-0.4000000059604645,-0.13089042901992798,0.4000000059604645,6.1165242195129395,False
0.14,0.65,-0.35928136110305786,1.0092813611030578,-1.3071510791778564,0.7320663928985596,-0.1591469645500183,0.011828034184873104,4.232558250427246,0.0,-0.1960081160068512,0.0,-0.455662586310692,0.455662586310692,-1.1451072692871094,1.0,0.0,1.0,-0.49183604226637434,-0.45608314126810523,-1.0,0.0,1.0,-0.49183604226637434,-0.4483676224955031,-10.158744249401732,-10.158744249401732,-9.044507637636084,-9.044507637636084,1.0,1.0,-0.49183604226637434,-0.49183604226637434,1.4459354877471924,1.4571516513824463,0.3458823561668396,0.39465054869651794,-30.571245193481445,22.898447036743164,-0.0040816326530613845,0.3530816395672002,0.455662586310692,0.4000000059604645,-0.4000000059604645,-0.07715518772602081,0.4000000059604645,16.66441535949707,False
0.16,0.65,-0.40382450819015503,1.053824508190155,-0.9547379016876221,0.7606529593467712,-0.26020413637161255,0.018611641600728035,-0.3994326889514923,0.0,-0.4353158473968506,0.0,-0.44365682541894697,0.44365682541894697,-0.9487203359603882,-0.35114556465586144,0.0,1.0,-0.4306888637343152,-0.49488202209101656,0.35114556465586144,0.0,1.0,-0.4306888637343152,-0.4783814507208917,-11.338264605912746,-11.338264605912746,-9.732634728119082,-9.732634728119082,1.0,1.0,-0.4306888637343152,-0.4306888637343152,1.4748698472976685,1.485982060432434,0.2696788012981415,0.3144053816795349,6.813708305358887,-13.613712310791016,-0.0040816326530613845,0.3530816395672002,0.44365682541894697,-0.12254980206489563,0.12254980206489563,-0.16500571370124817,0.20000000298023224,95.66964721679688,False
0.18,0.65,-0.4411029815673828,1.0911029815673827,-1.4675606489181519,0.8084343075752258,-0.05163493752479553,0.024550307542085648,4.252379894256592,0.0,-0.20058734714984894,0.0,-0.42999675174148455,0.42999675174148455,-1.5001124143600464,1.0,0.0,1.0,-0.7085778940121927,-0.48723837300609496,-1.0,0.0,1.0,-0.7085778940121927,-0.4766012014396086,-9.418504782578928,-9.418504782578928,-9.638395744457036,-9.638395744457036,1.0,1.0,-0.7085778940121927,-0.7085778940121927,1.5834368467330933,1.5932652950286865,0.33503955602645874,0.3753865659236908,-29.452348709106445,22.43708038330078,-0.0040816326530613845,0.3530816395672002,0.42999675174148455,0.4000000059604645,-0.4000000059604645,-0.10637171566486359,0.4000000059604645,97.54094696044922,True
