experiment,success,survived_steps,termination_reason,body_yaw,hip_yaw_common_error,hip_yaw_divergence_error,hip_yaw_abs_max,height_error,support_position_error,contact_validity_rate
A_baseline_shape_posture_only,True,212,unknown,"{'max': 1.99298372449552, 'final': 1.978381492076204, 'rms': 1.0062192132039307}","{'max': 0.4454895555973053, 'final': 0.4019861966371536, 'rms': 0.3399387921071088}","{'max': 0.1187051683664322, 'final': -0.0014246851205826083, 'rms': 0.04698016963388726}","{'max': 0.4549066722393036, 'final': 0.4034108817577362}","{'max': 0.05365254068374642, 'final': -0.05365254068374642, 'rms': 0.01057731895222411}","{'max': 0.4038546266556769, 'final': 0.4038546266556769, 'rms': 0.20092939944961447}",0.5141509433962265
