hip_pitch,knee,torso_height,torso_pitch,knee_forward,com_to_wheel,geometric_height,knee_forward_ok,torso_upright,com_near_wheel,full_static,analytic_height,analytic_knee_forward,target_height,com_tolerance
-0.5,0.7241610738255035,0.5128466840099022,0.0,0.12464990986299215,0.3085170664990801,False,True,True,False,False,0.5011661275513675,-0.12465064003709278,0.5,0.03
-0.5,0.7456375838926177,0.5071694366304582,0.0,0.12464990986299215,0.31025513480338845,True,True,True,False,False,0.49976655987285323,-0.12465064003709278,0.5,0.03
-0.5,0.7671140939597316,0.5014509331387438,0.0,0.12464990986299215,0.31188589259953425,True,True,True,False,False,0.4982417263565686,-0.12465064003709278,0.5,0.03
-0.5,0.7885906040268458,0.49569381103870147,0.0,0.12464990986299215,0.313408587744911,True,True,True,False,False,0.49659233029043104,-0.12465064003709278,0.5,0.03
-0.5,0.8100671140939599,0.4899007256460553,0.0,0.12464990986299215,0.31482251793786603,False,True,True,False,False,0.49481913241344033,-0.12465064003709278,0.5,0.03
-0.5,0.8315436241610739,0.4840743488636178,0.0,0.12464990986299215,0.3161270310416179,False,True,True,False,False,0.49292295056480895,-0.12465064003709278,0.5,0.03
-0.5,0.853020134228188,0.47821736794894815,0.0,0.12464990986299215,0.31732152538503655,False,True,True,False,False,0.49090465930675575,-0.12465064003709278,0.5,0.03
-0.5,0.8744966442953022,0.47233248427492786,0.0,0.12464990986299215,0.3184054500401477,False,True,True,False,False,0.4887651895211379,-0.12465064003709278,0.5,0.03
-0.5,0.8959731543624163,0.4664224120838261,0.0,0.12464990986299215,0.31937830507623405,False,True,True,False,False,0.48650552798010716,-0.12465064003709278,0.5,0.03
-0.5,0.9174496644295305,0.460489877235429,0.0,0.12464990986299215,0.32023964179041325,False,True,True,False,False,0.48412671689098774,-0.12465064003709278,0.5,0.03
-0.5,0.9389261744966444,0.45453761594981185,0.0,0.12464990986299215,0.3209890629145917,False,True,True,False,False,0.4816298534155874,-0.12465064003709278,0.5,0.03
-0.5,0.9604026845637585,0.44856837354533124,0.0,0.12464990986299215,0.3216262227986923,False,True,True,False,False,0.47901608916416016,-0.12465064003709278,0.5,0.03
-0.5,0.9818791946308727,0.4425849031724225,0.0,0.12464990986299215,0.3221508275700765,False,True,True,False,False,0.47628662966425883,-0.12465064003709278,0.5,0.03
-0.5,1.0033557046979866,0.4365899645437835,0.0,0.12464990986299215,0.3225626352690851,False,True,True,False,False,0.4734427338047173,-0.12465064003709278,0.5,0.03
-0.5,1.0248322147651008,0.43058632266153307,0.0,0.12464990986299215,0.3228614559606357,False,True,True,False,False,0.47048571325502264,-0.12465064003709278,0.5,0.03
-0.5,1.046308724832215,0.42457674654192823,0.0,0.12464990986299215,0.323047151821825,False,True,True,False,False,0.46741693186034355,-0.12465064003709278,0.5,0.03
-0.5,1.067785234899329,0.41856400793823156,0.0,0.12464990986299215,0.3231196372054953,False,True,True,False,False,0.46423780501249345,-0.12465064003709278,0.5,0.03
-0.5,1.0892617449664432,0.4125508800623151,0.0,0.12464990986299215,0.3230788786797381,False,True,True,False,False,0.4609497989971201,-0.12465064003709278,0.5,0.03
-0.5,1.1107382550335572,0.4065401363055923,0.0,0.12464990986299215,0.3229248950433124,False,True,True,False,False,0.4575544303174208,-0.12465064003709278,0.5,0.03
-0.5,1.1322147651006713,0.40053454895986645,0.0,0.12464990986299215,0.3226577573169752,False,True,True,False,False,0.45405326499469684,-0.12465064003709278,0.5,0.03
-0.5,1.1536912751677855,0.3945368879386866,0.0,0.12464990986299215,0.3222775887107244,False,True,True,False,False,0.45044791784606897,-0.12465064003709278,0.5,0.03
-0.5,1.1751677852348994,0.388549919499801,0.0,0.12464990986299215,0.32178456456697235,False,True,True,False,False,0.44674005173968667,-0.12465064003709278,0.5,0.03
-0.5,1.1966442953020135,0.38257640496929507,0.0,0.12464990986299215,0.32117891227967305,False,True,True,False,False,0.44293137682777584,-0.12465064003709278,0.5,0.03
-0.5,1.2181208053691277,0.3766190994680059,0.0,0.12464990986299215,0.32046091118944353,False,True,True,False,False,0.4390236497578774,-0.12465064003709278,0.5,0.03
-0.5,1.2395973154362419,0.3706807506407973,0.0,0.12464990986299215,0.3196308924547254,False,True,True,False,False,0.43501867286264173,-0.12465064003709278,0.5,0.03
-0.5,1.261073825503356,0.3647640973892837,0.0,0.12464990986299215,0.31868923889904704,False,True,True,False,False,0.4309182933285516,-0.12465064003709278,0.5,0.03
-0.5,1.28255033557047,0.3588718686085863,0.0,0.12464990986299215,0.31763638483445666,False,True,True,False,False,0.426724402343958,-0.12465064003709278,0.5,0.03
-0.5,1.304026845637584,0.3530067819287043,0.0,0.12464990986299215,0.3164728158612076,False,True,True,False,False,0.4224389342268206,-0.12465064003709278,0.5,0.03
-0.5,1.3255033557046982,0.34717154246108267,0.0,0.12464990986299215,0.31519906864378877,False,True,True,False,False,0.4180638655325568,-0.12465064003709278,0.5,0.03
-0.5,1.3469798657718122,0.34136884155095276,0.0,0.12464990986299215,0.31381573066340224,False,True,True,False,False,0.41360121414240913,-0.12465064003709278,0.5,0.03
-0.5,1.3684563758389263,0.3356013555360227,0.0,0.12464990986299215,0.31232343994700423,False,True,True,False,False,0.4090530383327524,-0.12465064003709278,0.5,0.03
-0.5,1.3899328859060405,0.32987174451208967,0.0,0.12464990986299215,0.31072288477303184,False,True,True,False,False,0.40442143582577,-0.12465064003709278,0.5,0.03
