controller,survival_time_mean,survival_time_std,fall_rate_mean,pitch_RMS_deg_mean,pitch_RMS_deg_std,roll_RMS_deg_mean,roll_RMS_deg_std,height_RMSE_mean,height_RMSE_std,CoM_error_RMS_mean,CoM_error_RMS_std,wheel_speed_RMS_mean,wheel_speed_RMS_std,wheel_cmd_RMS_mean,wheel_cmd_RMS_std,action_saturation_rate_mean,action_saturation_rate_std,action_rate_RMS_mean,action_rate_RMS_std
height_ik_wheel_lqr_only_b8,0.28857142857142853,0.25633995926770553,1.0,23.28699220929827,1.9878191115736825,1.0569614171981812,0.3264109395170937,0.4076014757156372,0.07045576045866087,0.232869918857302,0.01987819152340905,16.85465512956892,1.2719901396238025,0.16781078757984297,0.17777842925565238,0.017142857142857144,0.019865943320371723,0.04878520779311657,0.024280796875170235
height_scheduled_dynamic_lqr_ik,5.614285714285714,8.271464089939661,0.8571428571428571,22.848329271589005,5.110588095174445,1.1776699551514216,0.9240621134068173,0.3181837158543723,0.07594920878366598,0.22848329160894668,0.05110588459664276,17.733682904924667,1.09068805061233,0.25833179482391905,0.20586564745222533,0.0,0.0,0.052185933238693645,0.03716239222458944
hierarchical_vmc_lqr,0.25142857142857145,0.2049340003550939,1.0,21.154053960527694,3.851540156931379,1.1188677634511675,0.6570736982053195,0.39906331045286997,0.05748935170732525,0.21154053509235382,0.03851539946576354,16.99242619105748,1.2321004314940585,0.1408812196127006,0.09320840330970319,0.08103408029878618,0.11690058352039594,0.1896395981311798,0.03582865051124854
hierarchical_vmc_lqr_v2,0.2914285714285714,0.2561153388684479,1.0,21.211630003792898,3.0111135284689454,1.6326344524111067,1.9662605030041116,0.3941107179437365,0.060637795457895355,0.21211629467351095,0.030111135621569078,16.988482883998326,1.2784926323676655,0.11272841159786497,0.10288445584102769,0.08191911463800865,0.11771733467756122,0.18798954359122685,0.02814724944292456
hierarchical_vmc_lqr_v3,0.2571428571428571,0.18780935425514578,1.0,22.428752081734793,2.697594259234452,1.127572008541652,0.38267229103111117,0.40865269729069303,0.07089972712231093,0.2242875141756875,0.026975939389658046,17.091814313616073,0.9149451438973457,0.14519262579934938,0.10105147948833214,0.024232008592910848,0.016746987891450033,0.19438181817531586,0.060928088455670416
